CNTYVTD,VTDKEY,BlacklockR_18G_Sup Ct 2,KirklandD_18G_Sup Ct 2
"2270209",5569,0,0
"2270304",5570,181,54
"2270404",5571,192,63
"2270405",5572,82,20
"2270408",5573,23,0
"2270409",5574,256,18
"227207C",5575,293,39
"2290001",5576,147,93
"2290002",5577,109,113
"2290004",5578,89,54
"229003N",5579,58,32
"229003S",5580,57,49
"2310101",5581,485,72
"2310102",5582,550,112
"2310103",5583,346,58
"2310104",5584,457,86
"2310105",5585,228,126
"2310106",5586,537,291
"2310107",5587,1065,420
"2310108",5588,465,267
"2310109",5589,554,114
"2310210",5590,285,89
"2310211",5591,293,76
"2310212",5592,436,189
"2310213",5593,457,58
"2310214",5594,1277,253
"2310215",5595,2315,516
"2310216",5596,973,226
"2310217",5597,760,152
"2310318",5598,348,47
"2310319",5599,800,121
"2310320",5600,835,196
"2310321",5601,543,126
"2310322",5602,360,92
"2310323",5603,1277,226
"2310324",5604,968,243
"2310325",5605,1250,288
"2310426",5606,190,71
"2310427",5607,635,655
"2310428",5608,592,451
"2310429",5609,195,60
"2310430",5610,193,83
"2310431",5611,187,76
"2310432",5612,350,34
"2310433",5613,211,609
"2310434",5614,628,108
"2330011",5615,911,83
"2330014",5616,994,147
"2330021",5617,1656,149
"2330023",5618,141,29
"2330031",5619,767,72
"2330033",5620,684,84
"2330041",5621,38,4
"2330042",5622,622,190
"2350100",5623,156,23
"2350200",5624,151,23
"2350300",5625,123,18
"2350400",5626,191,31
"2370001",5627,494,68
"2370002",5628,520,65
"2370003",5629,92,9
"2370004",5630,426,47
"2370005",5631,378,28
"2370006",5632,567,79
"2390001",5633,731,270
"2390002",5634,922,147
"2390003",5635,966,162
"2390004",5636,160,27
"2390005",5637,279,41
"2390006",5638,225,70
"2390007",5639,59,13
"2390008",5640,244,40
"2390009",5641,304,41
"2410001",5642,25,8
"2410002",5643,380,34
"2410003",5644,473,97
"2410004",5645,367,51
"2410005",5646,81,15
"2410006",5647,391,185
"2410007",5648,200,143
"2410008",5649,252,199
"2410009",5650,908,108
"2410010",5651,808,85
"2410011",5652,242,30
"2410012",5653,260,49
"2410013",5654,223,58
"2410014",5655,974,227
"2410015",5656,1214,137
"2410016",5657,127,7
"2410017",5658,679,59
"2410019",5659,989,226
"2410020",5660,271,297
"2410021",5661,524,267
"2430001",5662,204,155
"2430002",5663,125,93
"2430003",5664,169,100
"2430004",5665,77,39
"2430005",5666,101,64
"2450001",5667,60,727
"2450002",5668,101,383
"2450003",5669,48,815
"2450004",5670,603,338
"2450005",5671,378,450
"2450006",5672,178,442
"2450007",5673,304,421
"2450008",5674,11,300
"2450009",5675,1908,409
"2450010",5676,45,212
"2450011",5677,38,143
"2450012",5678,5,227
"2450013",5679,5,171
"2450014",5680,26,580
"2450015",5681,42,485
"2450016",5682,19,146
"2450017",5683,587,781
"2450018",5684,14,696
"2450019",5685,38,592
"2450020",5686,44,430
"2450021",5687,78,57
"2450022",5688,812,1292
"2450023",5689,307,943
"2450024",5690,227,71
"2450025",5691,916,258
"2450026",5692,876,603
"2450027",5693,345,389
"2450028",5694,147,310
"2450029",5695,856,117
"2450030",5696,580,76
"2450031",5697,638,91
"2450032",5698,97,35
"2450033",5699,715,382
"2450034",5700,28,847
"2450035",5701,404,80
"2450036",5702,647,169
"2450037",5703,1030,323
"2450038",5704,1047,206
"2450039",5705,20,946
"2450040",5706,1286,283
"2450041",5707,59,27
"2450042",5708,1084,270
"2450043",5709,924,266
"2450044",5710,153,203
"2450045",5711,123,346
"2450046",5712,124,348
"2450047",5713,146,434
"2450048",5714,47,304
"2450049",5715,26,139
"2450050",5716,112,831
"2450051",5717,11,138
"2450052",5718,5,219
"2450053",5719,40,567
"2450054",5720,10,210
"2450055",5721,8,158
"2450056",5722,1487,341
"2450057",5723,9,324
"2450058",5724,24,11
"2450059",5725,8,452
"2450060",5726,1205,384
"2450061",5727,435,363
"2450062",5728,1068,490
"2450063",5729,23,626
"2450064",5730,83,355
"2450065",5731,889,309
"2450066",5732,616,183
"2450067",5733,110,973
"2450068",5734,705,588
"2450069",5735,1221,429
"2450070",5736,380,640
"2450071",5737,41,12
"2450072",5738,465,757
"2450073",5739,1066,460
"2450074",5740,1367,256
"2450075",5741,42,346
"2450076",5742,50,290
"2450077",5743,29,581
"2450078",5744,334,654
"2450079",5745,755,469
"2450080",5746,119,23
"2450081",5747,10,326
"2450082",5748,378,667
"2450083",5749,541,139
"2450084",5750,23,548
"2450085",5751,77,676
"2450086",5752,357,298
"2450087",5753,75,459
"2450088",5754,170,366
"2450089",5755,53,146
"2450090",5756,13,19
"2450091",5757,360,49
"2450092",5758,458,241
"2450093",5759,52,258
"2450094",5760,916,388
"2450095",5761,183,106
"2450096",5762,33,172
"2450097",5763,0,0
"2450098",5764,125,78
"2450099",5765,83,223
"2450100",5766,981,688
"2450101",5767,1,0
"2450102",5768,62,22
"2450103",5769,16,3
"2450104",5770,42,8
"2450105",5771,17,58
"2450106",5772,8,7
"2450107",5773,1,0
"2450108",5774,242,39
"2450109",5775,96,25
"2470001",5776,47,259
"2470002",5777,118,267
"2470003",5778,91,221
"2470004",5779,74,294
"2470005",5780,2,7
"2490001",5781,54,121
"2490002",5782,176,66
"2490003",5783,479,144
"2490004",5784,192,298
"2490005",5785,27,84
"2490006",5786,120,266
"2490007",5787,656,503
"2490008",5788,959,318
"2490009",5789,71,151
"2490010",5790,158,596
"2490011",5791,94,192
"2490012",5792,272,476
"2490013",5793,29,139
"2490014",5794,62,43
"2490015",5795,246,351
"2490016",5796,56,240
"2490017",5797,236,426
"2490018",5798,61,91
"2490019",5799,121,31
"2490020",5800,43,224
"2490022",5801,145,424
"2510001",5802,421,82
"2510002",5803,2044,529
"2510003",5804,1775,571
"2510004",5805,2557,922
"2510005",5806,1854,488
"2510006",5807,259,52
"2510007",5808,2970,793
"2510008",5809,2101,1126
"2510009",5810,531,93
"2510010",5811,1281,434
"2510011",5812,1839,403
"2510012",5813,1327,302
"2510013",5814,878,222
"2510014",5815,227,36
"2510015",5816,758,154
"2510016",5817,268,75
"2510017",5818,1062,439
"2510018",5819,1478,513
"2510019",5820,2653,746
"2510020",5821,270,222
"2510021",5822,740,155
"2510022",5823,1422,595
"2510023",5824,1003,192
"2510024",5825,582,143
"2510025",5826,527,179
"2510026",5827,679,127
"2510027",5828,1099,191
"2510028",5829,873,194
"2510029",5830,464,111
"2510030",5831,535,95
"2510031",5832,593,117
"2510032",5833,1341,335
"2510033",5834,530,105
"2510034",5835,830,311
"2510035",5836,1877,415
"2510036",5837,256,177
"2530101",5838,520,111
"2530102",5839,44,32
"2530103",5840,161,60
"2530201",5841,625,203
"2530202",5842,101,31
"2530203",5843,141,16
"2530301",5844,129,14
"2530302",5845,501,65
"2530303",5846,603,75
"2530401",5847,685,98
"2530402",5848,533,148
"2550001",5849,422,344
"2550002",5850,90,16
"2550003",5851,99,5
"2550004",5852,342,185
"2550005",5853,226,123
"2550006",5854,166,14
"2550007",5855,327,47
"2550008",5856,90,35
"2550009",5857,113,21
"2550010",5858,156,14
"2550011",5859,230,95
"2550012",5860,254,116
"2550013",5861,30,1
"2550014",5862,154,215
"2550015",5863,24,19
"2570001",5864,858,473
"2570002",5865,520,149
"2570003",5866,1760,782
"2570004",5867,1839,643
"2570005",5868,290,687
"2570006",5869,925,204
"2570007",5870,1692,1229
"2570008",5871,555,375
"2570009",5872,725,204
"2570010",5873,1132,195
"2570011",5874,816,310
"2570012",5875,785,152
"2570013",5876,958,722
"2570014",5877,1187,730
"2570015",5878,1151,220
"2570016",5879,1259,221
"2570017",5880,932,153
"2570018",5881,968,230
"2570019",5882,973,373
"2570020",5883,579,177
"2570021",5884,963,188
"2570022",5885,570,95
"2570023",5886,456,136
"2570024",5887,550,210
"2570025",5888,287,172
"2570026",5889,139,468
"2570027",5890,1466,644
"2570028",5891,619,169
"2570029",5892,817,957
"2570030",5893,735,180
"2591010",5894,1188,420
"2591110",5895,2227,537
"2592020",5896,1177,184
"2592080",5897,1917,436
"2592120",5898,2331,585
"2593030",5899,1413,259
"2593040",5900,1799,498
"2593060",5901,358,67
"2594050",5902,1245,393
"2594070",5903,195,38
"2594100",5904,1735,445
"2610001",5905,22,14
"2610002",5906,18,23
"2610003",5907,4,12
"2610004",5908,24,5
"2610005",5909,4,3
"2610006",5910,6,8
"2630101",5911,88,15
"2630201",5912,18,2
"2630202",5913,41,4
"2630301",5914,50,11
"2630302",5915,21,1
"2630401",5916,57,13
"2650101",5917,1434,357
"2650107",5918,489,103
"2650109",5919,729,172
"2650113",5920,808,269
"2650118",5921,180,55
"2650119",5922,924,380
"2650202",5923,1137,224
"2650211",5924,465,165
"2650215",5925,1493,336
"2650220",5926,1506,320
"2650303",5927,549,118
"2650308",5928,253,86
"2650312",5929,1506,636
"2650314",5930,582,414
"2650404",5931,554,74
"2650405",5932,904,263
"2650406",5933,1538,358
"2650410",5934,167,14
"2650416",5935,862,198
"2650417",5936,848,240
"2670001",5937,366,47
"2670002",5938,163,26
"2670003",5939,141,17
"2670004",5940,180,26
"2670006",5941,175,17
"2670007",5942,210,20
"2670009",5943,261,38
"2690001",5944,30,1
"2690002",5945,20,0
"2690003",5946,33,1
"2690004",5947,33,3
"2710001",5948,255,60
"2710002",5949,140,106
"2710003",5950,99,99
"2710004",5951,295,59
"2730011",5952,515,382
"2730012",5953,405,241
"2730013",5954,277,405
"2730014",5955,82,125
"2730021",5956,31,100
"2730022",5957,212,251
"2730023",5958,193,333
"2730024",5959,259,295
"2730031",5960,401,281
"2730032",5961,240,264
"2730033",5962,249,148
"2730034",5963,202,118
"2730035",5964,317,220
"2730041",5965,41,147
"2730042",5966,68,243
"2730043",5967,263,396
"2730044",5968,86,140
"2730045",5969,59,257
"2750101",5970,256,55
"2750201",5971,92,17
"2750202",5972,117,30
"2750301",5973,151,45
"2750302",5974,36,4
"2750401",5975,184,75
"277001B",5976,134,9
"277001C",5977,142,22
"277001D",5978,272,39
"277001E",5979,360,76
"277001F",5980,430,50
"277001G",5981,222,45
"277001H",5982,291,29
"277001I",5983,50,8
"277002D",5984,272,74
"277002E",5985,267,55
"277002F",5986,99,15
"277002G",5987,286,83
"277003D",5988,402,45
"277003E",5989,654,70
"277003F",5990,271,34
"277003G",5991,284,38
"277003I",5992,656,90
"277004B",5993,815,136
"277004C",5994,146,31
"277004D",5995,775,59
"277004E",5996,338,48
"277004F",5997,805,144
"277004G",5998,984,151
"2771A3B",5999,260,135
"2771A5A",6000,367,265
"2771E7C",6001,460,127
"2772A1A",6002,134,323
"2772B2A",6003,160,315
"2772C3A",6004,367,262
"2773C7G",6005,1035,445
"2773H3C",6006,257,94
"2774A6E",6007,594,212
"2790001",6008,333,81
"2790002",6009,101,82
"2790003",6010,263,46
"2790004",6011,36,1
"2790005",6012,157,37
"2790006",6013,122,34
"2790007",6014,43,3
"2790008",6015,786,169
"2790009",6016,311,137
"2790010",6017,170,26
"2790011",6018,309,44
"2790012",6019,96,7
"2810001",6020,739,282
"2810002",6021,1555,315
"2810003",6022,635,223
"2810004",6023,545,122
"2810005",6024,311,32
"2810006",6025,281,35
"2810007",6026,348,75
"2810008",6027,759,203
"2810009",6028,774,197
"2830001",6029,224,200
"2830002",6030,48,124
"2830003A",6031,90,188
"2830003B",6032,0,0
"2830004",6033,49,4
"2830005",6034,112,165
"2830006",6035,78,86
"283003A",6036,8,1
"2850001",6037,516,67
"2850002",6038,713,150
"2850007",6039,141,35
"2850008",6040,406,59
"2850009",6041,656,102
"2850011",6042,174,22
"2850012",6043,185,23
"2850015",6044,94,18
"2850016",6045,263,31
"2850017",6046,189,19
"2850019",6047,220,24
"2850020",6048,52,9
"2850023",6049,647,102
"2850026",6050,90,32
"2850027",6051,114,10
"2850029",6052,558,106
"2850030",6053,764,134
"2850031",6054,606,81
"2850032",6055,150,14
"2870101",6056,600,245
"2870102",6057,68,62
"2870103",6058,119,12
"2870201",6059,348,24
"2870202",6060,770,152
"2870203",6061,188,32
"2870301",6062,62,9
"2870302",6063,626,161
"2870303",6064,523,187
"2870304",6065,102,32
"2870401",6066,282,108
"2870402",6067,46,33
"2870403",6068,132,36
"2870404",6069,288,126
"2870405",6070,257,56
"2890001",6071,713,126
"2890002",6072,200,23
"2890003",6073,310,50
"2890004",6074,443,71
"2890005",6075,300,48
"2890006",6076,703,67
"2890007",6077,321,30
"2890008",6078,480,82
"2890009",6079,171,17
"2890010",6080,527,45
"2890011",6081,402,77
"2890012",6082,345,113
"2890013",6083,415,32
"2890014",6084,108,21
"289001A",6085,115,12
"289005A",6086,30,2
"289014A",6087,104,18
"2910001",6088,273,47
"2910002",6089,452,64
"2910003",6090,1026,111
"2910004",6091,237,55
"2910005",6092,887,199
"2910006",6093,425,47
"2910007",6094,545,249
"2910008",6095,918,116
"2910009",6096,1094,141
"2910010",6097,1132,326
"2910011",6098,204,195
"2910012",6099,462,168
"2910013",6100,239,27
"2910014",6101,203,44
"2910015",6102,168,57
"2910016",6103,189,23
"2910017",6104,236,31
"2910018",6105,131,403
"2910019",6106,600,248
"2910020",6107,21,342
"2910021",6108,1483,195
"2910022",6109,1173,390
"2910023",6110,596,233
"2910024",6111,310,57
"2910025",6112,425,48
"2910026",6113,807,206
"2910027",6114,141,21
"2910028",6115,310,28
"2910029",6116,528,76
"2910030",6117,569,235
"2930101",6118,646,223
"2930102",6119,332,31
"2930103",6120,336,78
"2930104",6121,371,66
"2930201",6122,188,97
"2930202",6123,57,161
"2930203",6124,33,69
"2930204",6125,224,61
"2930205",6126,154,83
"2930206",6127,193,33
"2930301",6128,546,175
"2930302",6129,219,73
"2930303",6130,81,12
"2930304",6131,312,54
"2930305",6132,146,31
"2930401",6133,417,300
"2930402",6134,219,26
"2930403",6135,163,31
"2930404",6136,230,22
"2930405",6137,181,21
"2930406",6138,109,16
"2950106",6139,126,19
"2950202",6140,78,7
"2950207A",6141,178,18
"2950207B",6142,1,0
"2950303",6143,224,29
"2950308",6144,78,13
"2950404",6145,178,43
"2950409",6146,52,9
"2970001",6147,205,31
"2970002",6148,385,81
"2970003",6149,207,150
"2970004",6150,395,71
"2970005",6151,172,17
"2970006",6152,118,11
"2970007",6153,15,5
"2970008",6154,69,8
"2970009",6155,317,104
"2970010",6156,205,26
"2970011",6157,43,1
"2970012",6158,85,8
"2970013",6159,273,36
"2970014",6160,484,78
"2990101",6161,169,44
"2990102",6162,320,70
"2990108",6163,482,156
"2990109",6164,1938,413
"2990203",6165,1081,237
"2990204",6166,431,132
"2990205",6167,333,97
"2990307",6168,1378,405
"2990410",6169,1878,413
"3010001",6170,13,3
"3010002",6171,7,2
"3010003",6172,18,1
"3010004",6173,5,3
"3030001",6174,514,806
"3030002A",6175,431,419
"3030002B",6176,0,0
"3030003",6177,262,796
"3030004",6178,72,271
"3030005",6179,107,231
"3030006A",6180,35,477
"3030006B",6181,0,0
"3030007",6182,957,319
"3030008",6183,350,810
"3030009",6184,977,487
"3030010",6185,145,292
"3030012",6186,839,329
"3030013",6187,624,350
"3030014",6188,311,268
"3030015",6189,491,558
"3030016",6190,273,310
"3030017",6191,135,239
"3030018",6192,244,338
"3030019",6193,205,446
"3030020",6194,26,432
"3030021",6195,502,397
"3030022",6196,650,345
"3030023",6197,462,310
"3030024",6198,385,419
"3030025",6199,265,377
"3030026",6200,321,514
"3030027",6201,763,601
"3030028",6202,917,494
"3030029",6203,406,365
"3030030",6204,899,492
"3030031A",6205,711,164
"3030031B",6206,0,0
"3030033",6207,1603,277
"3030034",6208,220,55
"3030035",6209,315,64
"3030036",6210,739,262
"3030038",6211,303,264
"3030039",6212,970,183
"3030040",6213,37,277
"3030041",6214,1051,233
"3030043",6215,258,27
"3030044",6216,538,155
"3030045",6217,173,53
"3030046",6218,1493,213
"3030047",6219,900,443
"3030049",6220,283,379
"3030050",6221,291,436
"3030051",6222,37,18
"3030052",6223,1423,529
"3030053",6224,770,503
"3030054",6225,1702,406
"3030056",6226,148,54
"3030057A",6227,849,399
"3030057B",6228,2,0
"3030058",6229,592,216
"3030059",6230,749,500
"3030060",6231,602,180
"3030062",6232,996,352
"3030063",6233,36,17
"3030065",6234,299,111
"3030066",6235,1358,305
"3030067",6236,699,388
"3030072",6237,940,499
"3030075",6238,591,146
"3030076",6239,691,295
"3030078",6240,1453,352
"3030092A",6241,126,45
"3030092B",6242,5,1
"3030096",6243,28,24
"3030102",6244,285,27
"3030104",6245,518,111
"3030109",6246,1653,366
"3030110",6247,1767,410
"3030111",6248,732,152
"3030112",6249,151,15
"3030113A",6250,578,529
"3030113B",6251,0,0
"3030114",6252,128,195
"3030118",6253,596,295
"3030119",6254,758,585
"3030120",6255,1382,266
"3030121",6256,1282,227
"3030122",6257,488,194
"3030123",6258,842,291
"3030124",6259,955,264
"3030125",6260,1045,304
"3030126",6261,620,253
"3030127",6262,1132,397
"3030128",6263,1009,230
"3030129",6264,1384,477
"3030135",6265,155,29
"3030138",6266,109,19
"3030140",6267,1752,428
"3030141",6268,943,457
"3030142",6269,35,23
"3030151",6270,461,105
"3030152",6271,421,382
"3030153",6272,75,416
"3030154",6273,1362,396
"3030155",6274,1296,166
"3030159",6275,8,1
"3030178",6276,169,16
"3050001A",6277,96,32
"3050001B",6278,10,1
"3050002",6279,133,40
"3050003",6280,185,59
"3050004",6281,307,37
"3050005",6282,23,2
"3050006",6283,144,41
"3050007",6284,28,1
"3050008",6285,14,2
"3050009",6286,191,22
"3050010",6287,2,0
"3050011",6288,48,4
"3050012",6289,50,18
"3050013",6290,69,14
"3050014",6291,50,45
"3070101",6292,653,94
"3070102",6293,75,14
"3070201",6294,228,100
"3070202",6295,91,16
"3070301",6296,495,81
"3070302",6297,142,8
"3070401",6298,276,50
"3070402",6299,192,21
"3070403",6300,91,11
"3090001",6301,61,99
"3090002",6302,52,127
"3090003",6303,435,794
"3090004",6304,35,47
"3090005",6305,59,219
"3090006",6306,61,207
"3090007",6307,211,418
"3090008",6308,209,358
"3090009",6309,100,273
"3090010",6310,101,694
"3090011",6311,946,431
"3090012",6312,68,1243
"3090013",6313,28,30
"3090014",6314,48,523
"3090015",6315,90,40
"3090016",6316,230,92
"3090017",6317,253,251
"3090018",6318,102,151
"3090019",6319,1271,548
"3090020",6320,38,141
"3090021",6321,67,172
"3090022",6322,65,118
"3090023",6323,1668,550
"3090024",6324,304,131
"3090025",6325,233,436
"3090026",6326,102,196
"3090027",6327,70,280
"3090028",6328,344,296
"3090029",6329,172,225
"3090030",6330,530,508
"3090031",6331,641,554
"3090032",6332,410,168
"3090033",6333,628,346
"3090034",6334,555,310
"3090035",6335,133,271
"3090036",6336,454,234
"3090037",6337,214,282
"3090038",6338,128,175
"3090039",6339,78,243
"3090040",6340,680,492
"3090041",6341,504,377
"3090042",6342,158,333
"3090043",6343,97,102
"3090044",6344,1932,727
"3090045",6345,98,147
"3090046",6346,33,77
"3090047",6347,108,135
"3090048",6348,67,111
"3090049",6349,101,115
"3090050",6350,249,377
"3090051",6351,1641,889
"3090052",6352,428,211
"3090053A",6353,80,84
"3090053B",6354,0,0
"3090054",6355,236,107
"3090055",6356,582,108
"3090056",6357,121,242
"3090057",6358,280,287
"3090058",6359,765,589
"3090059",6360,1645,501
"3090060",6361,1802,879
"3090061",6362,1366,595
"3090062",6363,1886,1025
"3090063",6364,2053,594
"3090064",6365,371,146
"3090065",6366,488,113
"3090066",6367,623,124
"3090067",6368,1237,306
"3090068",6369,520,126
"3090069",6370,797,141
"3090070",6371,199,23
"3090071",6372,286,104
"3090072",6373,422,127
"3090073",6374,482,94
"3090074",6375,374,67
"3090075",6376,1574,355
"3090076",6377,971,232
"3090077",6378,720,145
"3090078",6379,1512,490
"3090079",6380,464,232
"3090080",6381,1242,139
"3090081",6382,1992,360
"3090082",6383,1365,301
"3090083",6384,269,64
"3090084",6385,925,321
"3090085",6386,167,223
"3090086",6387,328,582
"3090087",6388,260,374
"3090088",6389,99,91
"3090089",6390,7,18
"3090090",6391,128,101
"3090091",6392,933,313
"3110001",6393,75,8
"3110003",6394,100,14
"311002A",6395,49,5
"311002B",6396,53,4
"311004A",6397,41,2
"311004B",6398,54,6
"3130101",6399,677,185
"3130202",6400,787,209
"3130303",6401,525,272
"3130404",6402,1006,112
"3150001",6403,187,95
"3150002",6404,481,107
"3150003",6405,228,59
"3150004",6406,177,76
"3150005",6407,301,79
"3150006",6408,272,148
"3150007",6409,161,217
"3150008",6410,381,117
"3150009",6411,175,50
"3150010",6412,104,72
"3170001A",6413,275,63
"3170001B",6414,0,0
"3170002",6415,212,70
"3170003A",6416,307,33
"3170003B",6417,0,0
"3170004",6418,263,51
"317003A",6419,125,11
"317004A",6420,105,3
"3190101",6421,377,96
"3190210",6422,280,84
"3190302",6423,471,103
"3190405",6424,414,95
"3210002",6425,334,81
"3210004",6426,588,124
"3210005",6427,769,279
"3210006",6428,629,170
"3210007",6429,107,15
"3210008",6430,335,87
"3210009",6431,57,47
"3210010",6432,179,32
"3210012",6433,108,35
"3210013",6434,142,99
"321001A",6435,1097,292
"321001B",6436,1109,421
"321001C",6437,121,327
"321001D",6438,264,215
"321001E",6439,340,308
"321001F",6440,194,127
"321003A",6441,520,325
"321003B",6442,315,81
"323001A",6443,52,208
"323001B",6444,299,701
"323001C",6445,354,1139
