CNTYVTD,VTDKEY,MillerR_18G_Ag Comm,OlsonD_18G_Ag Comm,CarpenterL_18G_Ag Comm
"1350308",3074,306,119,7
"1350309",3075,389,191,20
"1350311",3076,286,155,10
"1350312",3077,489,169,19
"1350401",3078,206,100,12
"1350402",3079,164,384,16
"1350403",3080,176,577,15
"1350404",3081,296,200,15
"1350405",3082,68,208,5
"1350406",3083,362,423,24
"1350407",3084,253,102,6
"1350408",3085,77,116,7
"1350409",3086,219,169,14
"1350412",3087,105,121,3
"1370001",3088,67,22,3
"1370002",3089,236,27,3
"1370003",3090,182,25,7
"1370004",3091,102,36,5
"1390101",3092,1264,530,53
"1390102",3093,1539,481,54
"1390103",3094,1833,619,58
"1390104",3095,1619,444,53
"1390105",3096,1968,625,57
"1390106",3097,1592,366,42
"1390107",3098,1672,578,40
"1390108",3099,1473,466,44
"1390109",3100,882,347,19
"1390110",3101,1295,1064,60
"1390111",3102,966,307,30
"1390112",3103,767,215,24
"1390113",3104,150,584,13
"1390114",3105,776,291,26
"1390115",3106,584,289,40
"1390116",3107,777,305,24
"1390117",3108,864,377,42
"1390118",3109,1021,459,32
"1390119",3110,610,189,19
"1390120",3111,230,68,8
"1390121",3112,853,300,21
"1390122",3113,523,190,20
"1390123",3114,64,278,9
"1390124",3115,174,379,10
"1390125",3116,1415,494,43
"1390126",3117,309,183,18
"1390127",3118,144,63,2
"1390128",3119,33,36,4
"1390129",3120,265,107,9
"1390130",3121,218,102,6
"1390131",3122,668,271,15
"1390132",3123,262,55,7
"1390133",3124,213,71,5
"1390134",3125,375,59,4
"1390135",3126,1762,352,47
"1390136",3127,297,64,5
"1390137",3128,585,145,8
"1390138",3129,703,206,29
"1390139",3130,518,146,13
"1390140",3131,1789,820,55
"1390141",3132,892,281,17
"1390142",3133,768,308,28
"1390143",3134,1231,454,41
"1390144",3135,431,702,27
"1390145",3136,834,966,60
"1390146",3137,913,574,47
"1390147",3138,1380,699,53
"1390148",3139,657,565,25
"1390149",3140,417,242,27
"1410001",3141,228,587,33
"1410002",3142,320,936,70
"1410003",3143,349,698,60
"1410004",3144,255,469,20
"1410005",3145,442,843,52
"1410006",3146,672,572,36
"1410007",3147,573,836,83
"1410008",3148,942,661,45
"1410009",3149,700,995,74
"1410010",3150,394,1321,58
"1410011",3151,726,1516,101
"1410012",3152,269,440,27
"1410013",3153,483,1097,76
"1410014",3154,879,1162,57
"1410015",3155,683,792,64
"1410016",3156,429,1271,85
"1410017",3157,369,538,36
"1410018",3158,821,948,74
"1410019",3159,514,1147,76
"1410020",3160,219,449,26
"1410021",3161,609,658,44
"1410022",3162,446,814,61
"1410023",3163,388,431,27
"1410024",3164,765,1049,71
"1410025",3165,461,887,58
"1410026",3166,302,625,39
"1410027",3167,233,691,48
"1410028",3168,31,132,5
"1410029",3169,297,873,61
"1410030",3170,9,68,1
"1410031",3171,121,499,30
"1410032",3172,252,647,44
"1410033",3173,335,797,62
"1410034",3174,42,246,13
"1410035",3175,333,789,60
"1410036",3176,125,828,67
"1410037",3177,90,688,31
"1410038",3178,136,701,63
"1410039",3179,39,227,12
"1410040",3180,56,295,20
"1410041",3181,63,350,25
"1410042",3182,86,587,34
"1410043",3183,511,599,53
"1410044",3184,627,991,76
"1410045",3185,529,1023,79
"1410046",3186,171,423,34
"1410047",3187,508,744,60
"1410048",3188,170,631,41
"1410049",3189,229,405,38
"1410050",3190,353,850,52
"1410051",3191,362,581,49
"1410052",3192,257,674,46
"1410053",3193,330,884,56
"1410054",3194,215,573,34
"1410055",3195,381,715,54
"1410056",3196,385,624,60
"1410057",3197,205,439,33
"1410058",3198,249,457,46
"1410059",3199,253,803,48
"1410060",3200,550,596,74
"1410061",3201,246,454,39
"1410062",3202,132,361,22
"1410063",3203,185,783,49
"1410064",3204,196,841,34
"1410065",3205,77,93,8
"1410066",3206,198,690,42
"1410067",3207,207,695,50
"1410068",3208,59,210,19
"1410069",3209,331,1317,83
"1410070",3210,222,903,59
"1410071",3211,175,766,33
"1410072",3212,115,458,31
"1410073",3213,88,430,26
"1410074",3214,114,711,50
"1410075",3215,193,579,44
"1410076",3216,105,463,30
"1410077",3217,173,821,56
"1410078",3218,99,451,22
"1410079",3219,39,214,7
"1410080",3220,59,516,31
"1410081",3221,25,119,5
"1410082",3222,116,691,47
"1410083",3223,60,446,16
"1410084",3224,118,722,48
"1410085",3225,77,526,25
"1410086",3226,63,106,16
"1410087",3227,0,3,0
"1410088A",3228,122,126,17
"1410088B",3229,0,1,0
"1410089",3230,253,1020,56
"1410090",3231,318,671,43
"1410091",3232,124,322,31
"1410092",3233,518,993,59
"1410093",3234,200,516,37
"1410094",3235,337,888,49
"1410095",3236,426,954,58
"1410096",3237,558,1012,75
"1410097",3238,281,685,44
"1410098",3239,400,704,45
"1410099",3240,143,415,25
"1410100",3241,391,1035,67
"1410101",3242,434,809,77
"1410102",3243,264,816,44
"1410103",3244,404,588,55
"1410104",3245,474,918,55
"1410105",3246,390,933,63
"1410106",3247,332,997,58
"1410107",3248,297,747,35
"1410108",3249,425,630,45
"1410109",3250,294,611,44
"1410110",3251,434,1069,65
"1410111",3252,189,780,31
"1410112",3253,267,1168,57
"1410113",3254,266,839,55
"1410114",3255,368,1379,66
"1410115",3256,251,671,35
"1410116",3257,388,1191,52
"1410117",3258,348,1071,73
"1410118",3259,317,806,42
"1410119",3260,327,898,50
"1410120",3261,322,1041,55
"1410121",3262,212,729,43
"1410122",3263,362,1241,73
"1410123",3264,264,1030,59
"1410124",3265,235,940,56
"1410125",3266,479,1511,85
"1410126",3267,688,1632,88
"1410127",3268,48,113,11
"1410128",3269,167,383,18
"1410129",3270,376,986,69
"1410130",3271,419,1223,58
"1410131",3272,189,488,22
"1410132",3273,24,132,5
"1410133",3274,156,863,52
"1410134",3275,113,400,24
"1410135",3276,132,785,49
"1410136",3277,95,606,33
"1410137",3278,95,698,31
"1410138",3279,131,722,28
"1410139",3280,184,736,36
"1410140",3281,80,600,25
"1410141",3282,85,433,30
"1410142",3283,54,417,21
"1410143",3284,142,903,31
"1410144",3285,169,884,31
"1410145",3286,151,822,36
"1410146",3287,68,461,24
"1410147",3288,117,491,27
"1410148",3289,155,811,45
"1410149",3290,187,870,64
"1410150",3291,104,576,29
"1410151",3292,110,729,38
"1410152",3293,83,635,27
"1410153",3294,155,882,28
"1410154",3295,128,751,34
"1410155",3296,70,380,12
"1410156",3297,162,981,49
"1410157",3298,90,572,32
"1410158",3299,367,737,42
"1410159",3300,86,540,24
"1410160",3301,159,776,35
"1410161",3302,93,335,28
"1410162",3303,188,1050,46
"1410163",3304,203,784,34
"1410164",3305,242,1050,54
"1410165",3306,161,1068,58
"1410166",3307,400,673,53
"1410167",3308,168,1023,35
"1410168",3309,403,992,50
"1410169",3310,162,770,37
"1410170",3311,375,735,52
"1410171",3312,95,527,21
"1410172",3313,263,1065,48
"1410173",3314,140,392,8
"1410174",3315,1,2,0
"1410175",3316,19,95,3
"1410176",3317,206,328,23
"1410177",3318,120,173,11
"1410178",3319,210,326,29
"1410179",3320,17,218,5
"1410180",3321,84,563,13
"1410181",3322,301,642,40
"1410182",3323,135,462,28
"1410183",3324,0,0,0
"1410184",3325,0,0,0
"1410185",3326,161,186,12
"1410186",3327,124,246,18
"1410187",3328,0,1,0
"1410188",3329,18,33,0
"1410189",3330,4,2,1
"1410190",3331,0,0,0
"1410191",3332,0,0,0
"1410192",3333,550,1060,72
"1410193",3334,111,234,14
"1410194",3335,258,416,30
"1410195",3336,237,567,28
"1410196",3337,322,862,45
"1410197",3338,319,964,44
"1410198",3339,528,1195,72
"1410199",3340,294,593,33
"1410200",3341,19,39,2
"1410201",3342,367,747,43
"1410202",3343,305,607,33
"1410203",3344,233,463,29
"1410204",3345,0,1,0
"1410205",3346,159,698,35
"1410206",3347,48,213,12
"1410207",3348,106,576,28
"1410208",3349,87,448,22
"1430010",3350,369,162,19
"1430011",3351,157,80,6
"1430012",3352,572,164,19
"1430018",3353,886,162,26
"1430019",3354,607,129,15
"1430020",3355,519,119,11
"1430021",3356,559,131,15
"1430023",3357,197,60,6
"1430024",3358,380,107,12
"1430025",3359,371,57,13
"1430030",3360,334,53,10
"1430031",3361,612,97,8
"1430032",3362,655,155,31
"1430033",3363,257,153,17
"1430034",3364,589,92,14
"1430035",3365,31,36,1
"1430041",3366,384,52,9
"1430044",3367,1015,160,25
"1430045",3368,571,251,31
"1430046",3369,251,102,10
"1430047",3370,444,140,18
"1450101",3371,153,133,2
"1450104",3372,345,61,2
"1450105",3373,249,162,7
"1450201",3374,234,60,3
"1450203",3375,18,200,2
"1450204",3376,69,249,5
"1450301",3377,257,52,6
"1450302",3378,109,45,1
"1450303",3379,322,39,6
"1450304",3380,342,132,11
"1450403",3381,375,148,11
"1450404",3382,340,93,6
"1450405",3383,254,112,10
"1470001",3384,519,135,15
"1470002",3385,582,83,15
"1470003",3386,229,92,2
"1470004",3387,472,192,12
"1470005",3388,248,56,8
"1470006",3389,315,73,7
"1470007",3390,226,49,12
"1470009",3391,426,86,10
"1470010",3392,1060,227,26
"1470011",3393,1086,213,20
"1470012",3394,563,86,13
"1470013",3395,330,81,13
"1470015",3396,399,59,10
"1470016",3397,161,34,2
"1470018",3398,1101,324,40
"1470019",3399,680,216,16
"1490002",3400,96,32,2
"1490003",3401,216,39,7
"1490004",3402,421,99,4
"1490005",3403,149,15,0
"1490006",3404,246,70,3
"1490007",3405,346,78,4
"1490008",3406,207,43,5
"1490009",3407,139,40,1
"1490010",3408,334,59,8
"1490011",3409,226,48,6
"1490012",3410,192,53,4
"1490013",3411,303,81,14
"1490014",3412,139,23,7
"1490015",3413,183,44,4
"1490016",3414,666,239,21
"1490017",3415,244,32,4
"149001E",3416,426,86,10
"149001N",3417,855,378,25
"149001W",3418,341,111,8
"1490020",3419,399,74,7
"1490021",3420,138,29,1
"1490022",3421,98,24,6
"1490023",3422,133,27,3
"1490024",3423,142,28,1
"1490025",3424,1048,325,18
"1490026",3425,284,66,4
"1510001",3426,289,74,7
"1510004",3427,318,84,11
"1510010",3428,218,79,4
"1510012",3429,269,95,8
"1530001",3430,527,110,10
"1530009",3431,51,2,1
"1530018",3432,437,81,4
"1530023",3433,234,181,9
"1530024",3434,88,41,2
"153024BA",3435,29,41,3
"153024BB",3436,0,0,0
"1550101",3437,46,22,2
"1550201",3438,100,25,1
"1550301",3439,73,28,0
"1550401",3440,77,39,1
"1571001",3441,731,429,22
"1571002",3442,211,769,20
"1571003",3443,156,970,22
"1571007",3444,1809,2148,93
"1571008",3445,409,120,15
"1571010",3446,1782,500,22
"1571012",3447,505,571,19
"1571013",3448,762,704,28
"1571015",3449,510,187,14
"1571018",3450,863,207,12
"1571021",3451,408,63,9
"1571024",3452,417,137,9
"1571025",3453,1109,851,37
"1571037",3454,656,603,24
"1571040",3455,148,723,19
"1571048",3456,230,535,14
"1571054",3457,115,81,9
"1571058",3458,110,314,9
"1571067",3459,545,1108,39
"1571068",3460,237,27,7
"1571072",3461,45,14,2
"1571073",3462,445,223,9
"1571074",3463,775,1181,38
"1571076",3464,955,1943,51
"1571085",3465,842,849,30
"1571087",3466,804,454,17
"1571094",3467,1,4,0
"1571097",3468,1572,1423,59
"1571103",3469,2084,1072,57
"1571109",3470,279,256,9
"1571114",3471,172,2071,28
"1571118",3472,1913,1579,74
"1571120",3473,1336,700,32
"1571128",3474,1464,722,34
"1571134",3475,488,1491,29
"1571141",3476,1046,598,15
"1571152",3477,525,348,11
"1571153",3478,54,1184,11
"1571154",3479,640,832,35
"1572016",3480,808,1213,33
"1572017",3481,54,1297,18
"1572022",3482,1064,928,70
"1572023",3483,100,1039,19
"1572031",3484,73,1368,11
"1572033",3485,171,501,7
"1572034",3486,117,2018,20
"1572036",3487,26,556,7
"1572043",3488,89,317,3
"1572050",3489,70,1731,14
"1572051",3490,50,1275,8
"1572052",3491,51,1262,10
"1572055",3492,16,543,4
"1572056",3493,88,261,9
"1572059",3494,90,1211,15
"1572060",3495,337,1339,17
"1572061",3496,1128,1451,48
"1572066",3497,408,1821,35
"1572070",3498,303,467,16
"1572075",3499,72,967,13
"1572077",3500,124,991,10
"1572078",3501,82,245,3
"1572081",3502,182,526,14
"1572088",3503,373,1039,18
"1572089",3504,30,760,10
"1572090",3505,250,241,11
"1572091",3506,113,289,12
"1572092",3507,169,324,13
"1572093",3508,57,171,2
"1572096",3509,346,925,19
"1572099",3510,552,1279,30
"1572100",3511,378,921,19
"1572101",3512,365,1323,32
"1572106",3513,481,1650,20
"1572108",3514,683,2422,45
"1572112",3515,25,113,2
"1572115",3516,212,719,18
"1572116",3517,58,1184,11
"1572123",3518,37,931,7
"1572136",3519,68,118,4
"1572137",3520,75,173,7
"1572138A",3521,55,181,3
"1572138B",3522,0,2,0
"1572139A",3523,3,29,0
"1572139B",3524,0,3,0
"1572151",3525,489,992,17
"1572157",3526,765,1064,35
"1573004",3527,1539,959,54
"1573005",3528,1674,536,39
"1573006",3529,3009,1428,91
"1573009A",3530,1428,653,41
"1573009B",3531,0,0,0
"1573014",3532,1973,982,44
"1573019",3533,455,154,10
"1573032",3534,406,998,18
"1573038",3535,1750,1353,47
"1573041",3536,861,365,22
"1573053",3537,0,0,0
"1573057",3538,1580,1093,35
"1573063",3539,1493,501,54
"1573069",3540,140,138,9
"1573083",3541,774,1760,40
"1573095",3542,806,856,27
"1573098",3543,455,851,30
"1573104",3544,1973,912,64
"1573113",3545,395,2260,35
"1573122",3546,1634,830,66
"1573130",3547,1499,1119,54
"1573132",3548,1552,1217,66
"1573133",3549,1498,783,47
"1573142",3550,1320,1034,72
"1573143",3551,2812,2362,79
"1573144",3552,1620,999,39
"1573145",3553,793,642,18
"1573146",3554,1194,1068,42
"1573148",3555,2887,1574,84
"1573149",3556,2520,622,39
"1573150",3557,898,2305,48
"1573156",3558,1154,409,24
"1573159",3559,523,476,15
"1573160",3560,401,441,14
"1574011",3561,576,427,15
"1574020",3562,1248,656,51
"1574026",3563,940,949,24
"1574027",3564,0,0,0
"1574028",3565,693,786,28
"1574029",3566,815,428,27
"1574030",3567,948,834,41
"1574035",3568,460,555,22
"1574039",3569,179,364,7
"1574042",3570,467,205,10
"1574044",3571,916,1335,45
"1574045",3572,450,602,24
"1574046",3573,891,1020,33
"1574047",3574,240,279,5
"1574049A",3575,627,1417,23
"1574049B",3576,0,0,0
"1574062",3577,931,1339,39
"1574064",3578,335,297,13
"1574065",3579,1261,1693,51
"1574071",3580,101,162,3
"1574079",3581,127,128,2
"1574080",3582,350,434,13
"1574082",3583,2033,1483,73
"1574084",3584,503,474,18
"1574086",3585,354,886,20
"1574102",3586,548,891,17
"1574105",3587,522,566,10
"1574107",3588,816,535,16
"1574110",3589,729,761,31
"1574111",3590,404,389,25
"1574117",3591,981,1747,51
"1574119",3592,1276,832,20
"1574121",3593,160,239,17
"1574124",3594,784,1457,30
"1574125",3595,718,1492,32
"1574126",3596,722,1255,25
"1574127",3597,714,1023,32
"1574129",3598,1668,2040,46
"1574131",3599,640,524,25
"1574135",3600,1564,2396,40
"1574140",3601,1060,884,51
"1574147",3602,631,1688,29
"1574155",3603,329,985,18
"1574158",3604,339,942,17
"1590101",3605,524,99,19
"1590102",3606,264,32,4
"1590201",3607,304,39,13
"1590202",3608,375,128,11
"1590301",3609,400,61,12
"1590302",3610,337,71,5
"1590401",3611,615,104,16
"1590402",3612,384,80,10
"1610001",3613,1345,241,13
"1610002",3614,560,216,6
"1610003",3615,81,6,1
"1610004",3616,223,29,2
"1610005",3617,845,279,18
"1610006",3618,279,37,5
"1610007",3619,286,86,7
"1610008",3620,283,54,2
"1610009",3621,244,55,3
"1610010",3622,204,9,5
"1610011",3623,200,156,10
"1610012",3624,61,23,0
"1610013",3625,169,24,3
"1610014",3626,208,48,3
"1610015",3627,142,15,2
"1630001",3628,189,304,18
"1630002",3629,68,231,13
"1630003",3630,44,237,7
"1630004A",3631,297,260,22
"1630004B",3632,2,2,0
"1630005",3633,203,75,5
"1630006",3634,179,79,6
"1630008",3635,115,252,10
"1630009",3636,144,283,35
"1630010",3637,240,182,17
"1650002",3638,745,108,13
"1650003",3639,1133,96,16
"1650004",3640,455,82,3
"1650005",3641,121,14,0
"1650006",3642,80,22,2
"1650007",3643,100,70,1
"1650008",3644,380,65,6
"1650009",3645,272,29,2
"1670103",3646,492,147,14
"1670104",3647,474,119,10
"1670105",3648,90,78,10
"1670142",3649,636,587,25
"1670144",3650,817,424,26
"1670146",3651,879,635,33
"1670148",3652,1033,745,45
"1670150",3653,749,491,28
"1670151",3654,1170,414,39
"1670152",3655,1945,896,74
"1670159",3656,1200,741,48
"1670165",3657,1769,842,66
"1670166",3658,1075,557,56
"1670167",3659,2180,945,67
"1670168",3660,0,0,0
"1670169",3661,1,0,0
"1670170",3662,1140,538,40
"1670172",3663,216,71,1
"1670192",3664,208,105,6
"1670193",3665,957,490,46
"1670197",3666,269,128,8
"1670218",3667,821,1015,52
"1670219",3668,590,617,35
"1670220",3669,1768,1155,60
"1670221",3670,938,384,32
"1670223",3671,735,872,42
"1670224",3672,883,910,48
"1670225A",3673,1388,412,34
"1670225B",3674,0,0,0
"1670226",3675,846,417,30
"1670227",3676,1313,346,28
"1670228",3677,1533,328,44
"1670232",3678,497,535,19
"1670258",3679,994,217,23
"1670263",3680,2640,1284,111
"1670274",3681,406,139,12
"1670275",3682,185,79,7
"1670276",3683,684,564,33
"1670277",3684,1088,235,21
"1670278",3685,1196,299,24
"1670279",3686,550,109,19
"1670280",3687,145,109,3
"1670281",3688,78,35,1
"1670283",3689,1090,700,41
"1670301",3690,249,409,14
"1670306",3691,986,1582,89
"1670309",3692,38,24,3
"1670311",3693,77,393,8
"1670312",3694,5,34,0
"1670314",3695,447,1461,55
"1670315",3696,599,1275,68
"1670316A",3697,301,761,37
"1670316B",3698,0,0,0
"1670330",3699,393,817,29
"1670331",3700,226,953,21
"1670334",3701,98,497,9
"1670336",3702,200,1725,13
"1670338",3703,621,1284,31
"1670340",3704,26,262,3
"1670341",3705,255,283,15
"1670343",3706,300,505,14
"1670345",3707,41,295,6
"1670347",3708,136,407,8
"1670389",3709,97,196,3
"1670391",3710,28,26,0
"1670394",3711,7,15,0
"1670398",3712,98,144,3
"1670399",3713,54,71,3
"1670401",3714,26,8,0
"1670439",3715,1248,628,39
"1670453",3716,1757,943,68
"1670454",3717,1434,932,64
"1670455",3718,649,391,17
"1670456",3719,1682,533,42
"1670457",3720,2007,672,69
"1670460",3721,2473,739,76
"1670461",3722,1704,564,51
"1670462",3723,2166,746,62
"1670464",3724,1163,541,46
"1670471",3725,776,556,32
"1670482",3726,97,12,2
"1670487",3727,2215,1129,91
"1670488",3728,1441,770,62
"1670490",3729,1784,891,71
"1671051",3730,149,179,14
"1671651",3731,0,0,0
"1672321",3732,0,0,0
"1672322",3733,0,0,0
"1672323",3734,233,34,1
"1672801",3735,0,0,0
"1673061",3736,0,3,0
"1673301",3737,0,0,0
"1673311",3738,69,111,4
"1674391",3739,12,2,0
"1690001",3740,250,36,7
"1690002",3741,354,41,3
"1690003",3742,196,37,4
"1690004",3743,114,49,4
"1690005",3744,62,11,0
"1690006",3745,68,14,2
"1710001",3746,1065,296,28
"1710002",3747,604,166,20
"1710003",3748,569,165,20
"1710004",3749,1323,354,34
"1710005",3750,1080,211,26
"1710006",3751,413,86,13
"1710007",3752,1359,319,38
"1710008",3753,202,42,5
"1710009",3754,121,23,1
"1710010",3755,449,132,14
"1710012",3756,1107,279,32
"1710013",3757,935,215,24
"1710015",3758,479,130,14
"1730001",3759,153,7,3
"1730002",3760,102,14,1
"1730003",3761,110,5,1
"1730004",3762,135,10,1
"1750011",3763,244,206,11
"1750012",3764,220,30,3
"1750021",3765,252,205,16
"1750022",3766,80,39,4
"1750031",3767,332,106,6
"1750032",3768,349,45,5
"1750041",3769,182,31,4
"1750042",3770,323,44,10
"1750043",3771,193,24,6
"1770001",3772,995,293,16
"1770002",3773,504,241,11
"1770003",3774,506,173,10
"1770005",3775,279,66,11
"1770007",3776,212,40,3
"1770008",3777,161,30,6
"1770009",3778,279,224,12
"1770010",3779,211,51,7
"1770011",3780,126,19,3
"1770012",3781,73,24,1
"1770013",3782,156,34,2
"1770014",3783,51,11,2
"1770015",3784,181,21,2
"17704/6",3785,355,133,7
"1790001",3786,194,8,2
"1790002",3787,1058,118,18
"1790003",3788,80,1,1
"1790004",3789,373,37,2
"1790005",3790,1373,162,25
"1790006",3791,1416,152,14
"1790007",3792,713,125,27
"1810101",3793,871,792,40
"1810102",3794,342,746,26
"1810103",3795,257,50,4
"1810104",3796,479,96,8
"1810105",3797,2448,577,80
"1810106",3798,1130,259,36
"1810107",3799,920,147,27
"1810108",3800,701,126,11
"1810201",3801,1079,517,46
"1810202",3802,1107,455,37
"1810203",3803,227,203,11
"1810204",3804,454,131,12
"1810205A",3805,1717,416,32
"1810205B",3806,0,0,0
"1810206",3807,602,189,9
"1810207",3808,473,95,11
"1810208",3809,585,192,21
"1810209",3810,546,119,13
"1810210",3811,926,169,21
"1810301",3812,537,305,19
"1810302",3813,1796,934,68
"1810303",3814,444,84,9
"1810304",3815,1031,541,36
"1810305",3816,659,149,13
"1810306",3817,1824,287,33
"1810307",3818,925,144,28
"1810308",3819,543,82,11
"1810309",3820,417,89,12
"1810401",3821,343,355,17
"1810402",3822,880,383,24
"1810403",3823,1344,321,33
"1810404",3824,1605,378,44
"1810405",3825,153,91,4
"1810406",3826,1311,208,39
"1810407",3827,34,37,2
"1810408A",3828,572,186,21
"1810408B",3829,40,13,0
"1810409",3830,1779,669,69
"1830001",3831,669,260,23
"1830002",3832,1513,558,49
"1830003",3833,1362,521,32
"1830004",3834,1582,445,39
"1830005",3835,1567,438,32
"1830006",3836,1125,207,37
"1830007",3837,1317,320,27
"1830008",3838,1723,580,33
"1830009",3839,1732,625,40
"1830010",3840,1172,645,40
"1830011",3841,1705,547,32
"1830012",3842,2093,293,40
"1830013",3843,1019,328,27
"1830014",3844,1929,340,28
"1830015",3845,375,209,10
"1830016",3846,1706,332,31
"1830017",3847,161,189,2
"1830018",3848,808,997,17
"1830019",3849,212,1292,15
"1830020",3850,253,882,12
"1830021",3851,315,753,21
"1850001",3852,961,180,12
"1850002",3853,399,55,10
"1850003",3854,151,429,9
"1850004",3855,607,134,9
"1850005",3856,606,189,13
"1850006",3857,589,353,23
"1850007",3858,468,106,8
"1850008",3859,225,59,4
"1850009",3860,186,41,1
"1850010",3861,737,114,22
"1850011",3862,136,19,3
"1850012",3863,362,130,15
"1850014",3864,693,182,25
"1850015",3865,242,45,6
"1870101",3866,261,88,12
"1870102A",3867,390,167,19
"1870102B",3868,6,2,0
"1870103",3869,320,122,10
"1870104",3870,276,206,21
"1870105",3871,1136,314,43
"1870106",3872,1271,565,40
"1870107",3873,555,129,16
"1870108",3874,260,152,14
"1870109",3875,241,54,12
"1870110",3876,81,61,3
"1870111",3877,31,27,2
