CNTYVTD,VTDKEY,DevineR_18G_Sup Ct 4,SandillD_18G_Sup Ct 4
"4394101",8078,219,309
"4394102",8079,234,253
"4394107",8080,75,327
"4394110",8081,90,381
"4394113",8082,117,59
"4394115",8083,367,78
"4394116",8084,788,640
"4394118",8085,344,401
"4394121",8086,754,518
"4394122",8087,113,487
"4394123",8088,106,465
"4394124",8089,365,380
"4394125",8090,122,133
"4394128",8091,844,501
"4394129",8092,506,268
"4394130",8093,1140,593
"4394135",8094,346,331
"4394136",8095,520,623
"4394137",8096,560,376
"4394138",8097,172,174
"4394141",8098,775,585
"4394144",8099,554,295
"4394155",8100,262,808
"4394159",8101,427,327
"4394162",8102,105,139
"4394163",8103,472,370
"4394178",8104,1117,708
"4394179",8105,280,344
"4394182",8106,1215,801
"4394191",8107,432,224
"4394195",8108,91,467
"4394201",8109,69,400
"4394202",8110,364,393
"4394203",8111,362,540
"4394204",8112,956,714
"4394218",8113,302,281
"4394222",8114,256,274
"4394230",8115,1339,927
"4394231",8116,110,520
"4394232",8117,648,690
"4394233",8118,117,482
"4394234",8119,1266,691
"4394239",8120,51,23
"4394242",8121,261,95
"4394243",8122,419,375
"4394245A",8123,5,52
"4394245B",8124,0,0
"4394245C",8125,0,0
"4394250",8126,863,695
"4394252",8127,310,310
"4394253",8128,128,137
"4394256",8129,63,282
"4394259",8130,544,174
"4394261",8131,763,758
"4394272",8132,192,107
"4394276",8133,702,489
"4394284",8134,121,30
"4394285",8135,107,166
"4394288",8136,14,68
"4394290",8137,679,539
"4394312",8138,17,53
"4394328",8139,362,307
"4394338",8140,1029,811
"4394340",8141,899,306
"4394342",8142,908,612
"4394343",8143,856,387
"4394344",8144,606,355
"4394350",8145,397,514
"4394362",8146,2,1
"4394369",8147,1340,744
"4394370",8148,0,0
"4394371",8149,1161,262
"4394373",8150,106,42
"4394374",8151,677,561
"4394375",8152,1117,477
"4394395",8153,249,63
"4394397",8154,109,86
"4394399",8155,97,35
"4394400",8156,84,64
"4394410",8157,709,700
"4394429",8158,481,345
"4394432",8159,3,12
"4394452",8160,674,622
"4394454",8161,796,446
"4394456",8162,462,258
"4394458",8163,3,1
"4394475",8164,11,33
"4394478",8165,0,0
"4394480",8166,399,141
"4394483",8167,10,13
"4394485",8168,88,85
"4394487",8169,0,0
"4394492",8170,209,308
"4394493",8171,448,405
"4394494",8172,1,0
"4394495",8173,25,46
"4394496",8174,96,190
"4394497",8175,356,722
"4394498",8176,286,135
"4394499",8177,927,918
"4394503",8178,155,286
"4394508",8179,1126,895
"4394512",8180,0,0
"4394528",8181,1197,846
"4394531",8182,999,526
"4394532",8183,602,162
"4394533",8184,462,291
"4394534",8185,1165,757
"4394540",8186,858,727
"4394551",8187,1174,725
"4394563",8188,0,0
"4394565",8189,14,9
"4394568",8190,19,10
"4394572",8191,5,17
"4394573",8192,0,0
"4394587",8193,1,92
"4394588",8194,1373,936
"4394591",8195,832,707
"4394592",8196,0,0
"4394593",8197,64,67
"4394595",8198,17,18
"4394596",8199,15,40
"4394598",8200,0,0
"4394599",8201,997,804
"4394602",8202,0,0
"4394604",8203,1,2
"4394615",8204,0,0
"4394620",8205,7,17
"4394629",8206,0,0
"4394630",8207,0,0
"4394632",8208,0,0
"4394634",8209,311,369
"4394638",8210,700,516
"4394640",8211,142,290
"4394649",8212,1111,535
"4394650",8213,799,612
"4394666",8214,0,0
"4394682",8215,55,109
"4394683",8216,0,0
"4394685A",8217,0,0
"4394685B",8218,0,0
"4394686",8219,0,0
"4394687",8220,20,53
"4394688",8221,12,11
"4394689",8222,42,45
"4394690",8223,9,0
"4394691",8224,4,9
"4394692",8225,2,9
"4394693",8226,1,2
"4394694",8227,1110,756
"4394702",8228,499,346
"4394703",8229,624,674
"4394705",8230,577,464
"4394707",8231,360,387
"4394711",8232,570,527
"4394713",8233,1037,581
"4394724",8234,541,197
"4410101",8235,1294,570
"4410102",8236,905,362
"4410103",8237,917,407
"4410104",8238,1351,296
"4410105",8239,965,487
"4410106",8240,243,144
"4410107",8241,232,48
"4410108",8242,681,78
"4410109",8243,137,14
"4410110",8244,51,4
"4410201",8245,331,261
"4410202",8246,581,528
"4410203",8247,693,395
"4410204",8248,712,200
"4410205",8249,711,511
"4410206",8250,1036,199
"4410207",8251,139,25
"4410301",8252,867,344
"4410302",8253,1045,277
"4410303",8254,1038,97
"4410304",8255,1079,385
"4410305",8256,1464,314
"4410306",8257,2366,465
"4410307",8258,2793,504
"4410308",8259,890,124
"4410401",8260,337,222
"4410402",8261,1089,442
"4410403",8262,776,398
"4410404",8263,680,423
"4410405",8264,562,248
"4410406",8265,1409,398
"4410407",8266,517,142
"4410408",8267,2121,238
"4410409",8268,487,48
"4430001",8269,61,41
"4430002A",8270,4,4
"4430002B",8271,46,52
"4430003",8272,76,15
"4430004A",8273,10,1
"4430004B",8274,78,22
"4450101",8275,205,39
"4450102",8276,688,119
"4450201",8277,220,78
"4450202",8278,195,57
"4450301",8279,314,158
"4450401",8280,404,121
"4450402",8281,129,5
"4470001",8282,171,7
"4470002",8283,145,22
"4473003",8284,133,24
"4474005",8285,47,12
"4474006",8286,108,5
"4490001",8287,42,195
"4490002",8288,199,100
"4490003",8289,278,66
"4490004",8290,296,59
"4490005",8291,129,22
"4490006",8292,584,88
"4490007",8293,465,103
"4490008",8294,175,248
"4490009",8295,155,57
"4490010",8296,440,53
"4490011",8297,70,22
"4490012",8298,144,19
"4490014",8299,442,324
"4490015",8300,326,64
"4490016",8301,961,245
"4490017",8302,57,144
"4490018",8303,84,12
"4490019",8304,239,113
"4490020",8305,515,212
"4510106",8306,239,166
"4510107",8307,256,131
"4510108",8308,424,50
"4510112",8309,512,72
"4510114",8310,80,204
"4510124",8311,141,302
"4510137",8312,503,502
"4510144",8313,322,288
"4510146",8314,609,486
"4510213",8315,1592,178
"4510215",8316,1159,288
"4510225",8317,55,5
"4510228",8318,989,383
"4510230",8319,2041,685
"4510241",8320,2460,587
"4510304",8321,1083,408
"4510305",8322,15,11
"4510306",8323,547,213
"4510308",8324,71,54
"4510319",8325,1506,476
"4510327",8326,672,412
"4510348",8327,294,84
"4510351",8328,210,54
"4510358",8329,2003,336
"4510401",8330,51,28
"4510402",8331,1040,572
"4510420",8332,244,42
"4510421",8333,1526,438
"4510422",8334,745,108
"4510423",8335,580,65
"4510424",8336,850,333
"4510434",8337,268,215
"4510435",8338,340,158
"4510436",8339,1474,661
"4530101",8340,537,3035
"4530102",8341,124,559
"4530103",8342,264,701
"4530104",8343,234,555
"4530105",8344,1200,4029
"4530106",8345,937,1258
"4530107",8346,157,97
"4530108",8347,169,810
"4530109",8348,395,1078
"4530110",8349,1324,2944
"4530111",8350,735,2114
"4530112",8351,196,720
"4530113",8352,984,3211
"4530114",8353,54,104
"4530115",8354,0,0
"4530116",8355,0,0
"4530117",8356,151,1514
"4530118",8357,31,327
"4530119",8358,0,0
"4530120",8359,32,53
"4530121",8360,49,573
"4530122",8361,90,1710
"4530123",8362,1502,2540
"4530124",8363,285,3102
"4530125",8364,0,0
"4530126",8365,251,3426
"4530127",8366,0,1
"4530128",8367,0,0
"4530129",8368,99,1597
"4530130",8369,136,1246
"4530131",8370,0,1
"4530132",8371,149,1711
"4530133",8372,173,1466
"4530134",8373,0,0
"4530135",8374,683,4965
"4530136",8375,814,1173
"4530137",8376,2839,3931
"4530138",8377,0,0
"4530139",8378,317,1648
"4530140",8379,187,958
"4530141",8380,51,239
"4530142",8381,69,671
"4530145",8382,456,1168
"4530146",8383,746,1153
"4530148",8384,799,1870
"4530149",8385,132,1263
"4530150",8386,705,741
"4530151",8387,171,1453
"4530152",8388,165,2715
"4530153",8389,720,2601
"4530154",8390,520,1753
"4530156",8391,475,3279
"4530160",8392,412,822
"4530161",8393,392,721
"4530163",8394,140,79
"4530164",8395,155,845
"4530200",8396,437,3678
"4530202",8397,332,2303
"4530203",8398,179,482
"4530205",8399,360,1371
"4530206",8400,221,1009
"4530207",8401,963,2428
"4530208",8402,660,4001
"4530209",8403,99,491
"4530210",8404,425,854
"4530211",8405,271,936
"4530212",8406,1651,1473
"4530213",8407,0,0
"4530214",8408,730,1261
"4530215",8409,428,1094
"4530216",8410,291,1015
"4530217",8411,284,1138
"4530218",8412,877,3141
"4530219",8413,592,1282
"4530220",8414,477,895
"4530221",8415,336,390
"4530222",8416,396,1392
"4530223",8417,75,285
"4530224",8418,15,83
"4530225",8419,673,1938
"4530226",8420,277,1065
"4530227",8421,142,369
"4530228",8422,440,981
"4530229",8423,392,949
"4530231",8424,765,1398
"4530232",8425,2632,2199
"4530233",8426,1193,1534
"4530234",8427,905,759
"4530235",8428,305,2154
"4530236",8429,374,2134
"4530237",8430,577,1100
"4530238",8431,538,1598
"4530239",8432,384,1567
"4530240",8433,218,596
"4530241",8434,241,1339
"4530242",8435,653,3939
"4530243",8436,326,1180
"4530244",8437,1247,1497
"4530245",8438,383,433
"4530246",8439,428,974
"4530247",8440,265,329
"4530248",8441,327,1493
"4530249",8442,680,1591
"4530250",8443,787,3104
"4530251",8444,687,1701
"4530252",8445,458,1550
"4530253",8446,885,1375
"4530254",8447,618,1584
"4530256",8448,704,866
"4530258",8449,502,1247
"4530259",8450,566,1505
"4530260",8451,125,584
"4530262",8452,913,2476
"4530263",8453,543,1618
"4530266",8454,193,212
"4530267",8455,313,757
"4530268",8456,171,621
"4530273",8457,453,1894
"4530274",8458,238,1895
"4530275",8459,239,2428
"4530277",8460,1090,4381
"4530301",8461,243,700
"4530302",8462,1033,1541
"4530303",8463,956,1297
"4530304",8464,1146,1894
"4530305",8465,5,5
"4530306",8466,1503,953
"4530307",8467,446,622
"4530308",8468,3052,1714
"4530309",8469,546,1316
"4530310",8470,1197,2556
"4530311",8471,623,3407
"4530312",8472,832,706
"4530313",8473,45,301
"4530314",8474,2040,1968
"4530315",8475,1082,1900
"4530316",8476,1722,1367
"4530317",8477,893,1169
"4530318",8478,242,400
"4530319",8479,1049,731
"4530320",8480,912,593
"4530321",8481,197,360
"4530323",8482,267,1098
"4530324",8483,2495,1961
"4530325",8484,26,62
"4530326",8485,508,1019
"4530327",8486,875,1330
"4530328",8487,776,1916
"4530329",8488,949,2274
"4530330",8489,1123,1063
"4530331",8490,681,1246
"4530332",8491,249,1914
"4530333",8492,790,1271
"4530334",8493,972,1125
"4530335",8494,617,1057
"4530336",8495,596,974
"4530337",8496,1040,1914
"4530338",8497,1551,2197
"4530339",8498,362,954
"4530340",8499,494,2143
"4530341",8500,89,176
"4530342",8501,541,3095
"4530343",8502,526,1121
"4530344",8503,269,1047
"4530345",8504,0,0
"4530346",8505,2481,1300
"4530347",8506,822,1149
"4530349",8507,1163,2470
"4530350",8508,708,2245
"4530351",8509,268,888
"4530352",8510,493,1946
"4530354",8511,1190,2072
"4530356",8512,289,1108
"4530357",8513,194,273
"4530358",8514,739,2558
"4530359",8515,1837,1845
"4530360",8516,896,2107
"4530361",8517,409,538
"4530362",8518,624,1514
"4530363",8519,428,741
"4530364",8520,1135,1578
"4530365",8521,722,1026
"4530366",8522,1170,2339
"4530367",8523,1721,2879
"4530368",8524,190,113
"4530369",8525,1846,1303
"4530370",8526,586,396
"4530371",8527,1255,731
"4530372",8528,716,528
"4530373",8529,2497,1209
"4530374",8530,2253,2079
"4530375",8531,384,278
"4530401",8532,388,1130
"4530402",8533,413,1427
"4530403",8534,293,470
"4530404",8535,448,2082
"4530405",8536,125,448
"4530406",8537,888,1325
"4530407",8538,260,1374
"4530408",8539,566,1775
"4530409",8540,182,1324
"4530410",8541,314,1871
"4530411",8542,295,1119
"4530412",8543,13,68
"4530413",8544,168,907
"4530414",8545,650,1951
"4530415",8546,180,683
"4530416",8547,74,254
"4530417",8548,263,1119
"4530418",8549,4,1
"4530419",8550,97,255
"4530420",8551,202,1671
"4530421",8552,271,1742
"4530422",8553,178,1446
"4530423",8554,222,1760
"4530424",8555,230,1584
"4530425",8556,91,385
"4530426",8557,164,1718
"4530427",8558,140,1486
"4530428",8559,340,810
"4530429",8560,562,4645
"4530430",8561,84,882
"4530431",8562,347,3380
"4530432",8563,0,1
"4530433",8564,212,1936
"4530434",8565,0,1
"4530435",8566,873,3054
"4530436",8567,11,220
"4530437",8568,197,1538
"4530438",8569,108,856
"4530439",8570,203,2253
"4530440",8571,133,737
"4530441",8572,368,2255
"4530442",8573,119,907
"4530443",8574,266,1634
"4530444",8575,7,107
"4530446",8576,98,647
"4530447",8577,403,2145
"4530448",8578,241,1283
"4530450",8579,374,2080
"4530451",8580,354,1777
"4530452",8581,151,996
"4530454",8582,298,1118
"4530458",8583,516,2050
"4530460",8584,365,2006
"4530461",8585,484,3076
"4530463",8586,431,1904
"4550001",8587,271,61
"4550002",8588,324,44
"4550003",8589,188,42
"4550004",8590,123,20
"4550005",8591,92,26
"4550006",8592,111,14
"4550007",8593,127,14
"4550008",8594,207,28
"4550009",8595,299,41
"4550010",8596,135,27
"4550011",8597,680,157
"4550012",8598,51,12
"4550014",8599,261,51
"4550015",8600,54,6
"4550016",8601,176,54
"4550017",8602,260,161
"4550018",8603,40,43
"4550019",8604,539,110
"4550020",8605,27,12
"4550021",8606,141,26
"4570001",8607,316,68
"4570002",8608,257,178
"4570003",8609,589,189
"4570004",8610,538,92
"4570005",8611,63,41
"4570006",8612,241,27
"4570007",8613,321,27
"4570008",8614,106,14
"4570009",8615,209,22
"4570010",8616,609,83
"4570011",8617,57,1
"4570013",8618,250,44
"4570014",8619,739,89
"4570015",8620,424,56
"4570016",8621,248,31
"4570017",8622,141,80
"4570018",8623,583,110
"4590001",8624,815,166
"4590002",8625,1321,124
"4590003",8626,731,116
"4590004",8627,474,110
"4590005",8628,332,104
"4590006",8629,644,114
"4590007",8630,952,225
"4590008",8631,389,104
"4590009",8632,789,182
"4590010",8633,1105,134
"4590011",8634,276,75
"4590012",8635,499,54
"4590013",8636,358,119
"4590014",8637,228,53
"4590015",8638,906,95
"4590016",8639,601,167
"4590017",8640,835,300
"4590018",8641,190,88
"4590019A",8642,4,1
"4590019B",8643,0,0
"4590020",8644,63,10
"4590021",8645,0,0
"4610001",8646,189,25
"4610002",8647,104,11
"4610003",8648,131,41
"4610004",8649,238,50
"4610005",8650,48,5
"4610006",8651,97,21
"4630001",8652,403,401
"4630002",8653,438,257
"4630003",8654,395,44
"4630004",8655,296,46
"4630005",8656,651,221
"4630006",8657,133,27
"4630007",8658,285,72
"4630008",8659,318,463
"4630009",8660,84,445
"4630010",8661,45,169
"4630011",8662,181,64
"4630012",8663,643,435
"4630013",8664,347,708
"4630014",8665,65,16
"4650010A",8666,6,9
"4650010B",8667,327,491
"4650011",8668,189,469
"4650012",8669,36,85
"4650013",8670,236,138
"4650020",8671,101,12
"4650021",8672,218,416
"4650022",8673,307,464
"4650023",8674,111,39
"4650024",8675,199,298
"4650030",8676,320,309
"4650031",8677,1543,993
"4650032",8678,131,34
"4650033",8679,661,217
"4650040",8680,680,1238
"4650041A",8681,33,53
"4650041B",8682,209,339
"4650042",8683,17,1
"4650043",8684,31,6
"467001A",8685,525,98
"467001B",8686,711,78
"467001C",8687,293,92
"467001D",8688,1169,205
"467001E",8689,724,105
"467002A",8690,724,86
"467002B",8691,1033,115
"467002C",8692,841,124
"467002D",8693,1475,181
"467003A",8694,1196,252
"467003B",8695,1279,157
"467003C",8696,462,81
"467003D",8697,535,186
"467004A",8698,633,87
"467004B",8699,750,126
"467004C",8700,802,114
"467004D",8701,1448,265
"467004E",8702,564,73
"4690001",8703,72,121
"4690002",8704,278,208
"4690003",8705,387,219
"4690004",8706,174,277
"4690005",8707,465,474
"4690006",8708,40,55
"4690007",8709,225,505
"4690008",8710,403,354
"4690009",8711,288,174
"4690010",8712,590,286
"4690011",8713,203,51
"4690012",8714,134,130
"4690013",8715,233,218
"4690014",8716,525,174
"4690015",8717,61,16
"4690016",8718,207,38
"4690017",8719,160,91
"4690018",8720,1633,365
"4690019",8721,818,481
"4690020",8722,689,125
"4690021",8723,1803,467
"4690022",8724,955,104
"4690023",8725,797,136
"4690024",8726,825,99
"4690025",8727,1358,594
"4690026",8728,469,135
"4690027",8729,895,62
"4690028",8730,250,35
"4690029",8731,1224,383
"4690030",8732,184,82
"4690031",8733,184,132
"4690032",8734,192,264
"4690033",8735,2083,570
"4690034",8736,87,234
"4690035",8737,42,101
"4710101",8738,88,155
"4710102",8739,1062,888
"4710103",8740,693,256
"4710104",8741,948,187
"4710201",8742,593,544
"4710203",8743,314,60
"4710204",8744,1000,413
"4710205",8745,1456,379
"4710206",8746,298,241
"4710301",8747,432,750
"4710302",8748,209,74
"4710303",8749,252,84
"4710304",8750,1525,389
"4710401",8751,497,789
"4710403",8752,639,198
"4710404",8753,1602,375
"4730101",8754,695,269
"4730102",8755,432,371
"4730103",8756,353,275
"4730104",8757,230,118
"4730105",8758,393,79
"4730206",8759,1314,242
"4730207",8760,1586,233
"4730208",8761,526,228
"4730309",8762,39,1661
"4730310",8763,149,750
"4730311",8764,311,131
"4730312",8765,815,157
"4730313",8766,196,92
"4730414",8767,92,110
"4730415",8768,624,202
"4730416",8769,313,311
"4730417",8770,179,352
"4730418",8771,1237,323
"4730419",8772,123,29
"4730420A",8773,686,196
"4730420B",8774,0,0
"4750002",8775,722,167
"475001E",8776,245,249
"475001W",8777,42,77
"475003N",8778,501,96
"475003S",8779,128,17
"475004E",8780,258,132
"475004M",8781,90,23
"475004W",8782,47,12
"4770101",8783,455,237
"4770104",8784,216,590
"4770109",8785,522,106
"4770115",8786,401,114
"4770117",8787,4,17
"4770121",8788,26,15
"4770202",8789,70,47
"4770203",8790,858,213
"4770205",8791,1134,316
"4770208",8792,824,105
"4770307",8793,629,186
"4770311",8794,568,113
"4770312",8795,631,96
"4770316",8796,98,31
"4770320",8797,1058,133
"4770406",8798,655,230
"4770410",8799,616,105
"4770413",8800,466,81
"4770414",8801,465,56
"4770418",8802,223,101
"4770419",8803,218,93
"4790122",8804,88,149
"4790124",8805,178,663
"4790125",8806,85,256
"4790128",8807,45,165
"4790129",8808,177,775
"4790130",8809,270,1252
"4790132",8810,252,995
"4790133",8811,264,1051
"4790134",8812,178,590
"4790135",8813,122,454
"4790136",8814,56,156
"4790154",8815,60,275
"4790164",8816,77,284
"4790169",8817,67,270
"4790215",8818,123,408
"4790218",8819,204,554
"4790219",8820,200,426
"4790220",8821,100,356
"4790221",8822,189,364
"4790226",8823,84,314
"4790227",8824,423,1181
"4790231",8825,377,1064
"4790237",8826,109,212
"4790239",8827,668,1419
"4790252",8828,294,972
"4790255",8829,290,641
"4790266",8830,137,433
"4790267",8831,186,459
"4790268",8832,18,74
"4790308",8833,144,254
"4790309",8834,346,982
"4790310",8835,44,140
"4790311",8836,125,489
"4790312",8837,76,314
"4790338",8838,13,68
"4790340",8839,486,598
"4790341",8840,365,418
"4790342",8841,307,642
"4790343",8842,397,859
"4790344",8843,1069,1537
"4790345",8844,336,666
"4790349",8845,485,691
"4790350",8846,12,5
"4790351",8847,46,142
"4790356",8848,777,1271
"4790359",8849,544,1201
"4790360",8850,84,197
"4790361",8851,164,386
"4790362",8852,36,112
"4790363",8853,65,252
"4790401",8854,109,387
"4790402",8855,103,394
"4790403",8856,71,300
"4790404",8857,120,403
"4790405",8858,110,406
"4790406",8859,49,240
"4790407",8860,42,100
"4790413",8861,167,527
"4790414",8862,51,226
"4790416",8863,65,245
"4790417",8864,55,155
"4790423",8865,67,287
"4790446",8866,339,990
"4790447",8867,383,698
"4790448",8868,49,96
"4790453",8869,30,121
"4790457",8870,18,14
"4790458",8871,317,873
"4790465",8872,66,225
"4810101A",8873,331,191
"4810101B",8874,425,247
"4810102",8875,1098,337
"4810103",8876,758,220
"4810201",8877,1362,190
"4810202",8878,127,307
"4810203",8879,554,886
"4810301",8880,1246,182
"4810302",8881,870,260
"4810303",8882,1018,134
"4810401",8883,556,448
"4810402",8884,470,163
"4810403",8885,201,124
"4830001",8886,142,3
"4830002",8887,274,16
"4830003",8888,270,26
"4830004",8889,89,12
"4830005",8890,59,2
"4830006",8891,61,7
"4830007",8892,81,5
"4830008",8893,230,23
"4830009",8894,389,34
"4830010",8895,57,1
"4850101",8896,139,16
"4850102",8897,424,121
"4850103",8898,1871,642
"4850104",8899,595,191
"4850105",8900,1169,481
"4850106",8901,430,64
"4850107",8902,21,4
"4850108",8903,1505,426
"4850109",8904,1545,506
"4850110",8905,200,124
"4850111",8906,177,172
"4850112",8907,5,5
"4850113",8908,196,97
"4850114",8909,16,4
"4850115",8910,1,2
"4850116",8911,16,3
"4850117",8912,26,2
"4850201",8913,383,122
"4850202",8914,1055,549
"4850203",8915,340,262
"4850204",8916,99,14
"4850205",8917,1666,335
"4850206",8918,1086,263
"4850207",8919,172,125
"4850208",8920,60,17
"4850209",8921,0,0
"4850210",8922,0,0
"4850211",8923,49,40
"4850301",8924,2,2
"4850302",8925,333,298
"4850303",8926,204,442
"4850304",8927,44,46
"4850305",8928,99,70
"4850306",8929,95,307
"4850307",8930,90,38
"4850308",8931,106,133
"4850309",8932,1780,238
"4850310",8933,689,94
"4850311",8934,144,413
"4850312",8935,1,1
"4850313",8936,0,5
"4850315",8937,56,20
"4850316",8938,12,7
